labels	feature 1	feature 2	feature 3	feature 4	feature 5	feature 6	feature 7	feature 8	feature 9	feature 10	feature 11	feature 12	feature 13	feature 14	feature 15	feature 16	feature 17	feature 18	feature 19	feature 20	feature 21	feature 22	feature 23	feature 24	feature 25	feature 26	feature 27	feature 28	feature 29	feature 30	feature 31	feature 32	feature 33	feature 34	feature 35	feature 36	feature 37	feature 38	feature 39	feature 40	feature 41	feature 42	feature 43	feature 44	feature 45	feature 46	feature 47	feature 48	feature 49	feature 50	feature 51	feature 52	feature 53	feature 54	feature 55	feature 56	feature 57	feature 58	feature 59	feature 60	feature 61	feature 62	feature 63	feature 64	feature 65	feature 66	feature 67	feature 68	feature 69	feature 70	feature 71	feature 72	feature 73	feature 74	feature 75	feature 76	feature 77	feature 78	feature 79	feature 80	feature 81	feature 82	feature 83	feature 84	feature 85	feature 86	feature 87	feature 88	feature 89	feature 90	feature 91	feature 92	feature 93	feature 94
halfcircle	-1.0985058531	1.07754107038	-3.99879998359	1.19128571814	-1.10645703154	-1.79892934211	-0.422082595137	-1.48698083879	-0.00270738179962	-1.1717071599	-0.289275707672	0.837332879977	1.50135086738	-0.068795198472	-1.22500880365	-1.41738664979	-1.32561331321	-0.582092588445	0.759891710524	-1.41047183536	-1.34956916839	0.131212188269	2.58209905699	0.700610755372	1.43996669238	-0.557495951617	3.04966532445	-3.02500953736	-1.31594114041	-0.603439196226	-1.29173433277	0.704792678024	1.37194887731	-0.219042094838	-0.625497370391	0.283724143602	-0.71699167277	-2.55938282905	-0.270073132845	-0.616663228445	0.15993769031	0.748809962796	0.355179136628	0.489450207037	1.06869081981	3.45915617647	11.3157502043	0.35376287082	7.6249572117	1.79991394493	-1.02653906988	0.149656866567	0.47213771188	0.0798165219023	0.755458067808	0.666907889301	0.317976119565	-0.810197281005	0.674489750196	0.0798165219023	0.755458067808	0.666907889301	0.317976119565	-0.810197281005	-1.33228663058	1.26519498609	-0.365962673534	1.13112139911	-0.99298854889	-0.65801569302	1.11518701936	1.20048924631	1.44987279587	0.795019375206	1.07431005108	0.207466170562	-0.0906975640153	1.3519191799	3.46752636576	-1.17321475598	-0.475897990605	1.16559550265	1.40125762591	-0.0367869821647	-1.13652588277	1.8058684691	1.44607625259	1.08232585077	-0.73779004808	-0.588719810088	-1.0671550657	1.07969538135	-0.0526306556127	-0.67652163568
halfcircle	-1.1139544323	-1.77020238615	-2.84633353349	-2.33077946568	-1.15737528817	-1.64690864239	-1.78768214227	-0.590283561772	-0.706262866654	0.358391566063	0.281449479286	-0.278427037914	-1.45203979011	0.033053610176	-0.688710253328	0.459114762524	-1.95780935553	1.43842601946	-0.768331424554	0.34459006046	0.723298703221	0.279748446385	-0.363079646012	-0.550540668977	1.64816660493	0.510566666868	0.569021996914	-0.732290768895	0.00800744281672	-0.971047365242	-0.156062106149	-0.189272016674	0.385069432969	-0.859558981523	-0.305546530164	-1.04082804215	0.182776697412	0.432383329283	-0.354304563067	0.191323288898	2.17766913561	3.20466941862	0.624126551246	2.65313656038	-0.706555639718	1.39791891663	3.48494884038	0.622970731416	4.45836721372	0.943104855272	-0.723792928088	2.02634104913	2.80088909997	0.674244900663	0.324056888948	-0.409439416844	-0.367708740457	1.01769885193	1.34897950039	0.674244900663	0.324056888948	-0.409439416844	-0.367708740457	1.01769885193	-0.580709797634	3.22332933734	-1.26955640669	2.3670930677	-1.16943639117	-0.864054981411	1.57414791995	1.28523290382	0.812156128314	3.10159120592	1.90218369162	0.0468535838295	0.0866184237093	5.55324775144	6.85345104085	-1.18343944235	2.65895872937	0.11723837517	2.36704769688	-1.53396338182	-1.18685533098	2.44204318836	1.3439723142	1.7032536724	2.45143284497	2.20174619003	-0.0302581379622	0.225618036642	6.93380763763	0.204593911119
halfcircle	-0.0691784359175	0.667735480102	-0.588619864941	1.08533788069	-0.0311995735665	-0.785433436193	0.35442806404	-0.419069952283	-0.0781889133638	-0.891147079412	-0.274094043857	0.975458416146	0.963146273538	0.413867039542	-1.39696175798	-0.239499042639	-1.67286461847	0.350867622881	-0.0088375507431	-0.0467303485474	-1.60394765721	-0.358280765818	2.39933201826	1.18792812563	-0.646598230427	-0.466030212121	2.67622301324	-3.7259517156	-1.39907603519	-0.411940312652	0.22744938651	-0.993717198721	0.426360011494	0.136576121234	-0.0964258633257	-1.18028961458	1.47678335251	-2.49668824656	-0.711744509861	1.23783327316	2.22218374706	2.48549886267	-1.59372641894	2.23435743798	1.24831276687	2.14248753514	8.98028655701	-1.5962384629	10.232303717	0.759074361979	1.76612401495	2.07900202397	2.30024620734	0.0646972039541	0.715554838156	-0.86907697824	-0.122383373668	-0.0255276676723	1.34897950039	0.0646972039541	0.715554838156	-0.86907697824	-0.122383373668	-0.0255276676723	-1.21262460414	0.715885399259	0.35563375535	1.24055891189	0.17389022591	0.201490709573	1.57493478221	1.52983690768	1.51506837878	1.19190135549	0.812512242386	0.691220157617	-0.646405304673	1.07029135771	2.78083919463	-1.29034956214	-0.295341619164	1.02864922937	1.486304568	0.0917699276761	-0.249810469073	1.70609414286	1.53803133663	1.17930635452	-0.376674127782	-0.25860897461	-0.827396303683	0.855377278698	4.91704833939	1.6387712353
halfcircle	-1.63599641537	0.555956049709	-2.46230978059	-2.27626586672	-1.91052447217	-1.5596700328	-1.59999001497	-1.69059501629	-0.450608604015	-0.666645528305	-0.0625910369394	-0.342908435927	0.550205028339	-1.75756047884	-0.599842707026	-2.08321408446	-0.306635613823	2.88759187595	1.52117764061	-0.926093160684	-0.798069498868	-0.985607919159	-0.977505171441	-0.313477142503	-0.440398649782	0.444367124284	-0.915397582354	0.566616195147	-1.19049877579	-1.00167460941	-0.323490099416	0.117695489588	3.6206238931	1.51283532066	-0.00399011206884	-0.952046544354	0.204221675221	-0.895533566575	-0.589526248592	-0.536447973191	1.15002836092	3.23820984523	-0.0188995782796	1.79659828519	-0.334950221194	0.484037573705	10.5950728139	-0.0193675163245	4.0442889132	1.54439007004	-0.430520754746	1.09351637367	1.8552332171	0.419714058345	-0.414809348978	0.679868819094	0.372918228253	-0.435951438869	0.0	0.419714058345	-0.414809348978	0.679868819094	0.372918228253	-0.435951438869	-1.54594752067	3.38074276589	0.240286595156	4.32411816239	-0.563749977451	-1.19026146446	4.83702552152	2.49150307114	1.70942078564	4.29471643975	2.45937761052	-2.3474398049	1.95199207061	3.65767770223	6.13729589066	-2.00645530811	1.4839023085	1.25108849528	5.14797131385	-0.47834984725	-1.14330604264	5.05309892768	2.69272383926	2.25641916608	1.91021563907	1.58188233809	-1.28834069893	1.35404604283	-1.12911895005	1.23131435481
halfcircle	-0.543237690698	0.838588856811	-5.24559218118	-2.08095252723	-0.0089278098926	-2.19157204512	0.182631891498	-0.768496582525	1.08308477375	-1.1706196814	-1.57469316295	-0.0810872516929	1.05387294134	-0.904495809474	0.928852423345	-1.32585723681	0.578612308137	0.0707069654771	0.636388102259	0.139963288084	1.16664636854	-0.795796174533	-0.53089906407	-0.884238039089	0.723155282176	-0.927090830748	-0.583898112874	-1.06095935974	0.262954369956	0.62658507622	0.51082787618	-0.507411560326	0.241381089033	0.722136776605	1.24409392884	1.00082076173	-0.487464897142	-0.515621087899	0.0623528673634	-0.342510091837	-0.0639420197135	-0.0945094229396	-4.97192968153	-0.132349386795	1.38319343186	1.763708128	1.3533490925	-4.96975263252	0.75191803766	-0.723842208923	0.2984061581	-0.0485400647263	-0.124376052048	0.685869952897	0.343446822887	-0.754778692929	-0.240323544685	1.09585484509	0.0	0.685869952897	0.343446822887	-0.754778692929	-0.240323544685	1.09585484509	-0.419371192412	0.56365747381	-1.16051766526	0.754188076492	-0.24360210815	0.363914185046	-0.770047302583	-0.572954590318	0.393874202619	0.83322392122	0.471516936286	-0.0181246210494	0.123437972101	0.641724383323	-0.720494222086	-0.729509918887	0.73823249527	-0.801999456372	0.192150116947	-1.5015592202	0.868979729737	-0.459968724148	-0.485411292712	0.572048210307	-0.106754540038	0.383504443917	0.830764053201	-0.818132284308	1.1440735016	-0.609123073821
halfcircle	0.795841462574	0.258998303955	-2.47696593175	-1.06905759113	0.882145556005	-0.872726173102	0.876626796166	0.549351422418	0.913366934306	0.30250458298	0.0742372816656	-0.823643816505	0.452088307979	-0.763376815908	0.768639407272	-1.32305761676	-0.494806916802	1.49578373058	0.980106671399	-0.579370615197	0.855456437817	-0.835729439371	-1.22188813431	0.462560836251	0.39595922804	0.172560599862	0.149032694618	1.2496609269	1.76309375997	0.3879445436	-0.160972403114	-0.744597614352	0.714267066035	2.49270439249	-0.933684664775	0.0553256832979	0.2467132664	-0.486222142275	1.01090427219	1.47503161663	1.43768951033	2.20355537455	0.0194082968282	1.67239088803	0.96182619646	0.82010371671	5.17485598026	0.0193808646065	3.78514910379	3.05231296436	-0.444811004106	1.16299654453	1.91287864541	0.808581996699	0.475162860945	-0.0169013936404	-0.903600577166	0.37793487451	2.02346925059	0.808581996699	0.475162860945	-0.0169013936404	-0.903600577166	0.37793487451	-1.36467854724	1.19784371264	0.607917814906	2.69394411599	-0.942092023804	-0.510066358869	2.31413985991	1.77591504186	1.83710359046	0.720649297025	0.859158530615	0.245084470924	-0.134913341287	1.55546340932	1.43477945975	-1.09985614193	-0.653128512608	1.05142821678	2.49046912693	0.052529683705	-0.855015336454	2.30830311851	1.45316241117	0.849071534936	-0.885622364288	-0.929393707063	-0.963950644675	0.872096374697	-0.252156438425	-1.04866424596
halfcircle	0.0150723966524	-0.51765470514	-1.84993547991	-2.20788477309	0.154186605858	-1.22814296255	-0.171868750741	0.283197241209	-1.06912874259	-0.460321142065	-0.946605807324	0.58749459797	-0.598766185479	1.21244972031	0.276008161179	0.54203751351	-0.988370026069	0.269120040426	0.243097117224	0.0882844392817	0.165628200283	-1.31692616866	-0.0587087170864	-0.168219249619	0.680389460404	-1.70496818559	-0.170235263336	1.49763510601	0.589124267039	1.09298003914	-0.297644071204	0.540364189158	1.95275323706	0.119192964358	1.47619162321	-0.495419026826	-0.419662619838	0.67206338577	-0.0035063950817	1.60670476752	2.37765551762	2.72698474005	0.0621630177343	2.69213966217	0.303727629307	1.17409133354	4.31631377623	0.0621630177343	6.30536208828	0.540114460435	1.89261453179	2.40609332461	2.48948926536	-0.00717980395103	0.976667294931	-0.582535625087	-0.406122267708	0.370699285196	0.674489750196	-0.00717980395103	0.976667294931	-0.582535625087	-0.406122267708	0.370699285196	-1.4140995683	1.0462134951	-0.311027488702	0.600890812866	-0.162130167268	-0.987644605442	1.06888258016	1.16822627426	1.70450873619	1.44931224319	1.23462811029	0.656751572727	-0.592456452474	2.47061785744	1.79575011331	-1.85111458678	1.88983575231	-0.467148644165	0.741256973326	-1.19443974925	-0.844696944653	0.903105145147	1.28182251228	2.50030587899	1.82550050315	1.82383370165	1.0420804914	-0.899616377551	3.39901861136	4.63406360996
halfcircle	-0.516229585346	1.14385443274	-5.18908469561	-2.97710429219	-0.191319482656	-2.64328602737	0.506666219462	-1.08171554414	0.434998601527	-0.96185030345	-0.17995749257	0.314332724067	1.60796705706	-0.559717703993	-0.742208018261	-1.64811259537	-1.26174733188	-0.119024494861	1.40749540594	-1.58791526337	-1.15355259035	-1.01563502105	0.376146880465	1.28429875325	1.58751421605	-0.386102164737	0.806829790335	-0.258517006605	-1.15488443901	-0.848453935502	-0.521680754793	-0.11844564225	2.26672483856	0.415739821169	-0.248326863603	0.541976179965	-1.30524316458	-2.38682259812	-1.14947173605	0.738232660971	1.80987960259	2.00264670791	-0.235747292553	2.26327115782	2.03919774236	5.0071784079	14.0442021521	-0.235747292553	19.3777959658	5.24322742892	1.88062386035	1.72798624463	1.88381233894	0.191070010939	0.635793738768	-0.715391128109	0.0221437396547	0.0351974030493	0.674489750196	0.191070010939	0.635793738768	-0.715391128109	0.0221437396547	0.0351974030493	-0.81209970025	0.588059674569	-0.790007917636	0.491721145519	-1.21718121988	-0.928251308417	-0.110081099789	0.17197966686	0.555043877531	-0.426813558067	0.20808633402	-0.860995894854	0.823788551101	2.32527592107	2.4171996013	-0.746150636956	-0.646039585463	0.647425382745	0.42254470148	-0.374115688155	-1.21025231873	0.404662829876	0.593553029203	0.31817629934	-1.15765662137	-0.972517504717	-0.818630344826	0.780614954924	-0.352646046532	0.84785566672
halfcircle	-1.15217877752	1.462092211	-4.87336735897	-4.02395994793	-0.803993713584	-3.70487172835	-0.0120678987517	-1.8381102809	0.483100706794	-1.4395321162	-0.63627743395	0.2072197596	1.4665923664	-0.870858171104	-0.176902150437	-1.99644532237	-1.13567870193	2.17097914444	1.24118802958	-1.84169476658	-1.76593873889	-0.762429606087	-0.965060992481	-0.342163500908	-0.975309646491	-0.200771804026	-0.590627952491	-0.753689100025	-1.27804578921	-0.830950335524	-0.376267729615	-0.696011489692	0.526767639104	1.44502881232	1.22357931581	-0.684940148518	-0.276608133667	-2.58786795942	-0.464814339383	0.17603060552	2.16096493918	3.74032133309	0.116410198396	2.95029565478	0.390834297398	2.31893612017	7.37263838637	0.114966038206	7.86036399465	0.100701712979	-1.31005629232	1.88887307317	3.0834781366	0.80328085283	0.756028669059	0.801482672388	-0.105789643179	-0.943753931164	0.674489750196	0.80328085283	0.756028669059	0.801482672388	-0.105789643179	-0.943753931164	-1.10871954684	4.20123312422	-1.74465214603	3.6560340818	-1.92885927469	-1.45210842687	1.43469172827	1.16372398593	1.40272515664	3.0866247077	2.41382634909	0.389249653453	-0.320510945305	3.62387977157	5.73958397115	-1.55680571718	1.78207525098	0.56287910761	3.34467805925	-2.04862369257	-1.71454410403	3.18888968431	1.56482524222	1.8664004916	0.880176177953	1.3382295146	-0.0716627359485	0.331228452543	1.98017303876	3.50431622585
halfcircle	-1.09008444476	1.29422962419	-4.34358908575	-2.05572952073	-0.778668489577	-4.21278683007	-0.249962419208	-1.55052371405	1.10601857967	-2.05651693826	-2.70556090546	1.21897041747	1.31045083542	0.338222694818	0.650341977707	-1.81226711125	0.0567046625316	1.68546266452	3.3998253563	2.06811621831	0.478284275876	-0.507470437744	1.92468796087	0.818242836733	0.116073521703	-0.866196361185	-0.66626232234	-0.346405711362	-0.0961068466883	-0.611049263097	-0.0346004660277	0.652879015507	1.77819988044	-0.266950283851	-0.969535333838	-1.27974593283	0.126350767084	0.304660193036	0.653075531638	-0.705834663841	-0.306886475998	0.230368453898	0.355377734581	0.155445066044	0.478808103276	2.36787057331	4.35029977306	0.354754993224	4.15949820294	0.106712253456	-0.909481633715	-0.406338837746	-0.121363785813	0.849981504234	0.00223363461098	1.81105563755	0.163755337269	-1.70495271964	-0.674489750196	0.849981504234	0.00223363461098	1.81105563755	0.163755337269	-1.70495271964	-1.75235250646	2.28813010783	-1.81973748336	1.2637066323	-1.73243080356	-2.29489313259	-0.0512454197398	0.179774610913	1.80412988309	1.25815073137	1.67919750815	-0.540707083553	0.678322144307	2.98079381744	0.704653714833	-1.95059432972	1.24269599661	0.0363549201847	1.42406482795	-2.59924622522	-1.56351933794	0.986094036589	1.22524384792	2.10248359751	-0.353125097176	0.242081194402	0.198357565932	0.0606676857822	-0.510874145793	-0.929214913187
